YouTube ID,start seconds,label,train/test split
hlon9nCLN-I,20,basketball bounce,train
xxVXGlL196c,5,basketball bounce,train
y5ElhmRD67M,107,basketball bounce,train
y45Bgha25S8,19,basketball bounce,train
d1NrPn9P-98,0,basketball bounce,train
RZQDL0pRLo4,0,basketball bounce,train
xbYEC1XK9zY,10,basketball bounce,train
MwcK1bkRXr0,70,basketball bounce,train
Qc3Bstx6XrQ,4,basketball bounce,train
XWa1H5P3Tpg,74,basketball bounce,train
Ws-Eu0-540g,525,basketball bounce,train
yf9ACmo1D5s,173,basketball bounce,train
-GxNDcOTjOg,102,basketball bounce,train
b3frc7ofPhk,78,basketball bounce,train
XltYoX9nss8,93,basketball bounce,train
JjBdNduYJgE,27,basketball bounce,train
f9Mjl9kXurU,1,basketball bounce,train
d59wtIKzQXE,42,basketball bounce,train
3xCzn3MV4V0,0,basketball bounce,train
KYWQPP9WdPU,260,basketball bounce,train
xxVXGlL196c,17,basketball bounce,train
ZwxTPKDUcw0,592,basketball bounce,train
dmZLoblB83E,401,basketball bounce,train
gRlBMmZPLXk,16,basketball bounce,train
n3kkDNOXy0Y,442,basketball bounce,train
rF8-HoLn1to,264,basketball bounce,train
d8EhfX8PqFs,210,basketball bounce,train
KI3fWPlSP4A,450,"bird chirping, tweeting",train
tc7UjDIyobI,10,"bird chirping, tweeting",train
yiEyE2uaLks,110,"bird chirping, tweeting",train
2Y-6vV1tgG4,40,"bird chirping, tweeting",train
XNCYAZcDuGQ,4,"bird chirping, tweeting",train
FIV8PQt6ZOc,20,"bird chirping, tweeting",train
E4-f0XdOEyg,50,"bird chirping, tweeting",train
ouPPVBBOODI,40,"bird chirping, tweeting",train
SYEGNhKdNBw,30,"bird chirping, tweeting",train
3t6bDDgedcU,0,"bird chirping, tweeting",train
qgv0riPveBQ,30,"bird chirping, tweeting",train
7mlmCKk8U84,130,"bird chirping, tweeting",train
eQTlmkHEWW0,100,"bird chirping, tweeting",train
G3NNd47kypU,10,"bird chirping, tweeting",train
p5DYVjkY4oo,30,"bird chirping, tweeting",train
onb7YZdfs6k,300,"bird chirping, tweeting",train
78Y50i5i9lA,69,"bird chirping, tweeting",train
mydw8pGo6CA,480,"bird chirping, tweeting",train
GZOjTNF-Dmo,58,"bird chirping, tweeting",train
7j6V1XlpAMQ,11896,"bird chirping, tweeting",train
qPOXCvM3XAY,580,"bird chirping, tweeting",train
2nyh86pbQck,30,"bird chirping, tweeting",train
ZdiPtYL35Uk,30,"bird chirping, tweeting",train
nTsgSZCMmKQ,1,"bird chirping, tweeting",train
buOzYlVxIPg,76,"bird chirping, tweeting",train
hGmQ292qppo,0,"bird chirping, tweeting",train
mPf3TRcdH-E,130,"bird chirping, tweeting",train
RCNY1DlOfu0,30,"bird chirping, tweeting",train
77Rlbds5MEU,261,"bird chirping, tweeting",train
8jbu6U0ruOM,3306,"bird chirping, tweeting",train
PdpvpKt-r7k,53,"bird chirping, tweeting",train
OWEsp7qYLQw,6,"bird chirping, tweeting",train
tsUtiptmTdE,0,"bird chirping, tweeting",train
YL4vKX27aXY,43,"bird chirping, tweeting",train
k9VCBWxiItc,30,"bird chirping, tweeting",train
c8sTH-PjrB8,80,"bird chirping, tweeting",train
3yXmaeulkIY,200,"bird chirping, tweeting",train
e86WFihFXa0,20,"bird chirping, tweeting",train
Hdd8a7w3yAs,20,"bird chirping, tweeting",train
u974ONaKRO8,93,"bird chirping, tweeting",train
pD-Luxq1DLs,50,"bird chirping, tweeting",train
bRkH50DDJiQ,30,"bird chirping, tweeting",train
lcyDkGrctLg,30,"bird chirping, tweeting",train
Vy5Jn5HWC1k,0,"bird chirping, tweeting",train
CLyPudpzTKI,70,"bird chirping, tweeting",train
c-2rN4qEBc8,16,"bird chirping, tweeting",train
KZ9l9otcBLE,20,"bird chirping, tweeting",train
bW7U9FHlR24,10,"bird chirping, tweeting",train
G7WDLRh7OKg,3,"bird chirping, tweeting",train
y690Pd7-uPw,50,"bird chirping, tweeting",train
ooDk0QPG1PM,30,"bird chirping, tweeting",train
wAkZdX1AUDY,30,"bird chirping, tweeting",train
U0hCjKq9si8,30,"bird chirping, tweeting",train
N8xYgqElp4w,40,"bird chirping, tweeting",train
RBUQlfUV9-s,520,"bird chirping, tweeting",train
i-OTbAcnG38,61,"bird chirping, tweeting",train
XME8UZiuXZk,30,"bird chirping, tweeting",train
AJySyVhKQX0,150,"bird chirping, tweeting",train
T0QzdEyRLxU,120,"bird chirping, tweeting",train
mfFldO-B8vE,308,"bird chirping, tweeting",train
Jt-lWEwrmFE,140,"bird chirping, tweeting",train
uyixLLMg3Xo,50,"bird chirping, tweeting",train
GYTGYlPwFpQ,430,"bird chirping, tweeting",train
FqXqje3ftnM,18,"bird chirping, tweeting",train
x2XDlGASbo8,530,"bird chirping, tweeting",train
wIIfhLYqmuE,130,"bird chirping, tweeting",train
G08C6YlpcQ4,612,"bird chirping, tweeting",train
um16q-UJQ6w,50,"bird chirping, tweeting",train
8jbu6U0ruOM,2382,"bird chirping, tweeting",train
T7aH9ZGEjKU,40,"bird chirping, tweeting",train
XEw5hCSPCXA,16380,"bird chirping, tweeting",train
MjVTveERWzU,0,"bird chirping, tweeting",train
24HRi054dAY,31,"bird chirping, tweeting",train
EPB4u-BfYFA,48,"bird chirping, tweeting",train
UzBDjtCazF4,420,"bird chirping, tweeting",train
afJuNan4Pzs,29,"bird chirping, tweeting",train
LvqULVkSVRA,20,"bird chirping, tweeting",train
Fo-hldULLDI,15489,"bird chirping, tweeting",train
XdlIbNrki5o,124,"bird chirping, tweeting",train
ouPPVBBOODI,38,"bird chirping, tweeting",train
ZDEzyDQXWrA,170,"bird chirping, tweeting",train
8ohCVlT71h8,150,"bird chirping, tweeting",train
31WIjMqJ-mk,0,"bird chirping, tweeting",train
9igeeFUkFNg,20,"bird chirping, tweeting",train
8UJKZE773Ro,110,"bird chirping, tweeting",train
AeEpG2NSlaM,93,"bird chirping, tweeting",train
MVjktWaBdWg,10,"bird chirping, tweeting",train
VtwMyxwbhQs,100,"bird chirping, tweeting",train
eQuXCH0rQT4,2,"bird chirping, tweeting",train
DKZJ5Rob8Ys,110,"bird chirping, tweeting",train
epy9tDPZLbQ,9,"bird chirping, tweeting",train
mhujw4kYNV4,170,"bird chirping, tweeting",train
GsWEKXXlko4,350,"bird chirping, tweeting",train
AaeaC4PtWAg,0,"bird chirping, tweeting",train
y2bOGbNeDF4,0,"bird chirping, tweeting",train
an9qioJSdPA,45,"bird chirping, tweeting",train
HWMiDaixD8U,70,"bird chirping, tweeting",train
YhWiCD8O0Pg,70,"bird chirping, tweeting",train
8F-jN4uv0IY,330,"bird chirping, tweeting",train
dvkP--cnZM8,10,"bird chirping, tweeting",train
lORdbnQ3jFI,0,"bird chirping, tweeting",train
kGATvyrViB8,20,"bird chirping, tweeting",train
-MIIsQQJO2o,30,"bird chirping, tweeting",train
-TpqJE2epZo,14,"bird chirping, tweeting",train
H-J6lqTC2GQ,0,"bird chirping, tweeting",train
CMpe34Aign4,0,"bird chirping, tweeting",train
Nj1G5PpNWHA,27,"bird chirping, tweeting",train
TJuJfTmThA4,5,"bird chirping, tweeting",train
Zpj5bOF3zKI,22,"bird chirping, tweeting",train
mCOW9p6cinE,23,"bird chirping, tweeting",train
LcYP6lev9qc,390,"bird chirping, tweeting",train
KSbbVzoyMyg,30,"bird chirping, tweeting",train
gIzTUjTmycM,60,"bird chirping, tweeting",train
e5f9hBRSgrI,30,"bird chirping, tweeting",train
NVBxLXyleyQ,30,"bird chirping, tweeting",train
9jsbG9iAvDU,136,"bird chirping, tweeting",train
YVeZs2Wj-uM,19,"bird chirping, tweeting",train
FfJyB1dYZko,30,"bird chirping, tweeting",train
7iy0N7-4Dzw,20,"bird chirping, tweeting",train
UzHq3aJ8Dpo,0,"bird chirping, tweeting",train
db6T69wgubA,20,"bird chirping, tweeting",train
fiH2VsH73g0,30,"bird chirping, tweeting",train
9YypbClyGEw,50,"bird chirping, tweeting",train
2xUTfJbiufk,130,"bird chirping, tweeting",train
x9GjV7Ensb8,10,"bird chirping, tweeting",train
mCOW9p6cinE,176,"bird chirping, tweeting",train
2M-UYMec02I,140,"bird chirping, tweeting",train
8MpaFHiPCZo,270,"bird chirping, tweeting",train
av4T3ja2OhU,0,"bird chirping, tweeting",train
-dWlxtczn7E,60,"bird chirping, tweeting",train
X4oAcXWbFD0,90,"bird chirping, tweeting",train
997RTKzc39c,146,"bird chirping, tweeting",train
hNe6HOT0UKs,30,"bird chirping, tweeting",train
Fgbt-bogO1I,340,"bird chirping, tweeting",train
Xgas4EOIGbE,10,"bird chirping, tweeting",train
rVk7KhpEAx8,12,"bird chirping, tweeting",train
qHIQg3svrQg,50,"bird chirping, tweeting",train
G8-dOm7-WEI,5,"bird chirping, tweeting",train
lrR0QGz3hUg,81,"bird chirping, tweeting",train
Fo-hldULLDI,4098,"bird chirping, tweeting",train
CIH67LU9DaA,10,"bird chirping, tweeting",train
sOLJsB7nAg8,0,"bird chirping, tweeting",train
AZ-2sv93iY8,80,"bird chirping, tweeting",train
XEw5hCSPCXA,11773,"bird chirping, tweeting",train
7j6V1XlpAMQ,10737,"bird chirping, tweeting",train
lDCeOiP0mL8,100,"bird chirping, tweeting",train
jHv-0fACrW0,130,"bird chirping, tweeting",train
J3XbLQ4IEJM,20,"bird chirping, tweeting",train
AYDgPiRzqHE,20,"bird chirping, tweeting",train
olIqlnAudJo,310,"bird chirping, tweeting",train
CMpe34Aign4,109,"bird chirping, tweeting",train
LxRy4u-uJB8,30,"bird chirping, tweeting",train
lOab9Z8YcBo,30,"bird chirping, tweeting",train
C3ausLGl6Io,20,"bird chirping, tweeting",train
beGtzorLVOk,30,"bird chirping, tweeting",train
efTB3oBMq3w,30,"bird chirping, tweeting",train
-aUbQi149eE,80,"bird chirping, tweeting",train
Pjhx1F9xehE,120,"bird chirping, tweeting",train
DUuuaRBBwRQ,60,"bird chirping, tweeting",train
YOWu8wtURpo,20,"bird chirping, tweeting",train
vPMHH5xOt6Q,60,"bird chirping, tweeting",train
lrXjcGYWeRY,380,"bird chirping, tweeting",train
tXwpkyBnHy0,140,"bird chirping, tweeting",train
DBqsvYy4uiU,20,"bird chirping, tweeting",train
h-jtQZwPPGQ,30,"bird chirping, tweeting",train
IYwJ6LJ66E0,40,"bird chirping, tweeting",train
9bNTnSx8eFY,240,"bird chirping, tweeting",train
2UXW346x7ZU,30,"bird chirping, tweeting",train
RRt52WoU30o,0,"bird chirping, tweeting",train
LiN230GLuRw,30,"bird chirping, tweeting",train
Jt3nVl306A8,30,"bird chirping, tweeting",train
qHnHwwBJdoE,0,"bird chirping, tweeting",train
s65uGNjmPuQ,30,"bird chirping, tweeting",train
LZ7KRkt3o2Y,30,"bird chirping, tweeting",train
2Vjuq5duAeY,420,"bird chirping, tweeting",train
3Fluns8nl3Y,60,"bird chirping, tweeting",train
F5wIWc31a4c,220,"bird chirping, tweeting",train
oyA1agKbRGI,20,"bird chirping, tweeting",train
YL4vKX27aXY,31,"bird chirping, tweeting",train
77Rlbds5MEU,25,"bird chirping, tweeting",train
hrF52e8554Y,30,"bird chirping, tweeting",train
GXDOGBVfneg,20,"bird chirping, tweeting",train
pSixT-uu6aI,20,"bird chirping, tweeting",train
YP1QP6SWt1c,530,"bird chirping, tweeting",train
nnAL1GwPz7Y,430,"bird chirping, tweeting",train
sw1iHOptaNY,0,"bird chirping, tweeting",train
FgthmdHini4,0,"bird chirping, tweeting",train
DXdzSJdVudM,3,"bird chirping, tweeting",train
QgztLToyOAc,230,"bird chirping, tweeting",train
DIG8XzctOME,0,"bird chirping, tweeting",train
o6IBarWeMBw,370,"bird chirping, tweeting",train
lORdbnQ3jFI,160,"bird chirping, tweeting",train
ohUr3MAPClY,20,"bird chirping, tweeting",train
nj4N8FHarIs,349,"bird chirping, tweeting",train
y4YikP6pFLc,310,"bird chirping, tweeting",train
q15dT8h-ORU,466,"bird chirping, tweeting",train
jaLrmXp4BVc,30,"bird chirping, tweeting",train
Eszp5LIOQbU,320,"bird chirping, tweeting",train
CiLL94l2HUE,0,"bird chirping, tweeting",train
KrveOa8Ygys,30,"bird chirping, tweeting",train
7Z8M0SOfVrw,50,"bird chirping, tweeting",train
ElsFFfsV7i0,70,"bird chirping, tweeting",train
ezXHjuO38Zc,10,"bird chirping, tweeting",train
wbV0jUYuG4M,100,"bird chirping, tweeting",train
nYRXulILy0g,20,"bird chirping, tweeting",train
o-Rj5OAt4Ec,256,"bird chirping, tweeting",train
XjzTa-ayiBY,230,"bird chirping, tweeting",train
A-KhwdKTHYo,0,"bird chirping, tweeting",train
eSGGXzBO4r4,0,"bird chirping, tweeting",train
u054XEDSDmU,30,"bird chirping, tweeting",train
-RRHNdjrV98,20,"bird chirping, tweeting",train
DSNeK0S43rQ,110,"bird chirping, tweeting",train
dQ4-VFYutHk,10,"bird chirping, tweeting",train
Y7JVbiqtHc8,100,"bird chirping, tweeting",train
djQQ5W4HQUg,24,"bird chirping, tweeting",train
PdpvpKt-r7k,38,"bird chirping, tweeting",train
NeonaOvC4Uc,120,"bird chirping, tweeting",train
ULJLBR6ndJs,10,"bird chirping, tweeting",train
Klz9E0mMfBk,110,"bird chirping, tweeting",train
pLST4KU6BUU,30,"bird chirping, tweeting",train
GZOjTNF-Dmo,8,"bird chirping, tweeting",train
tJbWSsY-zWI,80,"bird chirping, tweeting",train
rl1PnyPqVG0,9,"bird chirping, tweeting",train
Wv7otOlxlK4,3,"bird chirping, tweeting",train
ymm6xC03evs,0,"bird chirping, tweeting",train
7GLIFUtXj2M,15,"bird chirping, tweeting",train
nauzIOzGsf4,150,"bird chirping, tweeting",train
GMP8m09j5vk,370,"bird chirping, tweeting",train
Pm4vdSVr6wY,10,"bird chirping, tweeting",train
3ZcrkmbHrPo,36,"bird chirping, tweeting",train
LsmXZRhdC8c,90,"bird chirping, tweeting",train
m3VpKicsXjE,30,"bird chirping, tweeting",train
P8RkBx1BvmU,70,"bird chirping, tweeting",train
RE405ipzdX4,93,cat purring,train
n8wFpwLxUig,1006,cat purring,train
CtGQY2NFqIc,67,cat purring,train
AfKBqWYZofc,12,cat purring,train
Qn0eMIc0Vr8,788,cat purring,train
rgDmvF1fzzs,450,cat purring,train
Cw5ZGUH2lzE,30,cat purring,train
hEiaq5btgOk,30,cat purring,train
bvS2SlJuLp8,75,cat purring,train
AJD7q5IH3Uc,848,cat purring,train
8E8og9xTd3I,35,cat purring,train
qOtlEESItW4,30,cat purring,train
zOZl52vCjMs,71,cat purring,train
gQVWnc19U1k,30,cat purring,train
yqRDeU-cIrA,84,cat purring,train
J-4vV4YQcl8,10,cat purring,train
YWzukd80v7I,31,cat purring,train
zGRqFGoaU0s,92,cat purring,train
EFhkAr5WrRA,10,cat purring,train
Ug6V32Dqz08,58,cat purring,train
mlsm0tW5dho,302,cat purring,train
ru9qnpNAPfI,61,cat purring,train
8E8og9xTd3I,22,cat purring,train
bvS2SlJuLp8,97,cat purring,train
EHbKmMaz504,40,cat purring,train
lwbyQEQv5Jw,15,cat purring,train
b8ksrhHWoBM,1,cat purring,train
nZzSOswCDRg,98,cat purring,train
q1MwcEVmzIQ,258,cat purring,train
87dF0V3NgaI,49,cat purring,train
2dfshj7PQtI,99,cat purring,train
CeD6RlRSr8M,99,cat purring,train
tntf6QdfYqM,126,cat purring,train
uTwz4aaM6Lg,20,cat purring,train
9qiTi77FjxM,350,cat purring,train
87dF0V3NgaI,146,cat purring,train
zGRqFGoaU0s,0,cat purring,train
jDaDgz0liVc,14,cat purring,train
cLzvU32N8iw,5,cat purring,train
TAeddh-3QMY,10,cat purring,train
ynart37R8wc,336,cat purring,train
ynart37R8wc,107,cat purring,train
osbIZDwOVjY,100,cat purring,train
-A1eKkZVSRw,70,cat purring,train
qw0BkHVr4r4,43,cat purring,train
xaZNegl1oIA,7,cat purring,train
CtGQY2NFqIc,78,cat purring,train
PuOw3sdfkDw,67,cat purring,train
o6pI-7pzoFA,113,cat purring,train
Axhfz2XxF2g,10,cat purring,train
CeD6RlRSr8M,42,cat purring,train
Axhfz2XxF2g,0,cat purring,train
hrp3Po1009Y,15,cat purring,train
cLzvU32N8iw,21,cat purring,train
R0j6gT7mrRg,306,cat purring,train
8rgCE4KYCO4,33,cat purring,train
n8wFpwLxUig,1051,cat purring,train
MgifkqSuScg,30,cat purring,train
Uk6wjnnL--w,351,cat purring,train
jDaDgz0liVc,27,cat purring,train
AjeGfcPOrPQ,34,cat purring,train
b8ksrhHWoBM,84,cat purring,train
hrp3Po1009Y,22,cat purring,train
osbIZDwOVjY,67,cat purring,train
SOAp5DLI8yg,200,cat purring,train
pJh4aW0fCuY,169,cat purring,train
zOZl52vCjMs,408,cat purring,train
GPmxH7eJxVQ,25,cat purring,train
joilTJ7f8KY,44,cat purring,train
mlsm0tW5dho,226,cat purring,train
Z7k8DnqJlS8,26,cat purring,train
fHkpdB8yGKA,0,cat purring,train
gLI4KZr9UAk,429,cat purring,train
UB-N2mx2kBw,14,cat purring,train
77Bb-SVCwAw,282,cat purring,train
ur22l6Iw2Zo,81,cat purring,train
mGsJcB1IhHs,2,cat purring,train
SfgXjx2NW3s,0,cat purring,train
H-vLFqUNhzk,58,cat purring,train
gLI4KZr9UAk,443,cat purring,train
H-vLFqUNhzk,18,cat purring,train
rgDmvF1fzzs,130,cat purring,train
7EiPo7vOjXU,10,cat purring,train
Qn0eMIc0Vr8,891,cat purring,train
dOuZw1oXYQo,109,cat purring,train
zoMIHvJ96VA,10,cat purring,train
iK9VHrEne3M,30,cat purring,train
uEcssHDZHik,30,cat purring,train
wpody3JLgRc,126,cat purring,train
lKJkKnaImic,57,cat purring,train
7I1pBeFJFUU,6,cat purring,train
8gyY5kN5IjA,7,cat purring,train
pJh4aW0fCuY,158,cat purring,train
rKqFyr606kY,30,cat purring,train
2dfshj7PQtI,7,cat purring,train
AJD7q5IH3Uc,172,cat purring,train
MLIqLt475Bw,108,cat purring,train
eLMDO1fiYns,50,cat purring,train
tntf6QdfYqM,501,cat purring,train
77Bb-SVCwAw,303,cat purring,train
o8qTnbDLMi0,2,cat purring,train
nPMi136tURg,112,cat purring,train
-jBiha0C9n4,80,cat purring,train
u7PKiN5oLmg,51,cat purring,train
Ug6V32Dqz08,0,cat purring,train
SfgXjx2NW3s,17,cat purring,train
oQCtb5ngBR8,527,cat purring,train
RE405ipzdX4,212,cat purring,train
ofFtXFnfebQ,684,cat purring,train
YWzukd80v7I,138,cat purring,train
zinBljNMxlc,58,cat purring,train
h-B0heuY8-8,80,cat purring,train
u7PKiN5oLmg,2,cat purring,train
luG3i1mgd18,38,cat purring,train
PuOw3sdfkDw,70,cat purring,train
VlutFbx9fTU,33,cat purring,train
lKJkKnaImic,115,cat purring,train
SOAp5DLI8yg,239,cat purring,train
kF1wEKP3FeA,30,cat purring,train
oQCtb5ngBR8,112,cat purring,train
AjeGfcPOrPQ,1,cat purring,train
Uk6wjnnL--w,363,cat purring,train
g0GNB23iVMQ,20,cat purring,train
GPmxH7eJxVQ,14,cat purring,train
zL9x2De0F78,60,cat purring,train
VlutFbx9fTU,43,cat purring,train
aXZS47dj1l8,4,cat purring,train
wpody3JLgRc,157,cat purring,train
MLIqLt475Bw,97,cat purring,train
yqRDeU-cIrA,14,cat purring,train
-jBiha0C9n4,37,cat purring,train
TAeddh-3QMY,52,cat purring,train
wCI9iRz6ijk,0,cat purring,train
o6pI-7pzoFA,83,cat purring,train
nPMi136tURg,45,cat purring,train
qw0BkHVr4r4,0,cat purring,train
joilTJ7f8KY,180,cat purring,train
fHkpdB8yGKA,30,cat purring,train
ru9qnpNAPfI,39,cat purring,train
zoMIHvJ96VA,21,cat purring,train
AfKBqWYZofc,18,cat purring,train
eLMDO1fiYns,30,cat purring,train
o8qTnbDLMi0,30,cat purring,train
8gyY5kN5IjA,45,cat purring,train
luG3i1mgd18,279,cat purring,train
nZzSOswCDRg,183,cat purring,train
rdcW2bKIz0U,354,cattle mooing,train
KrJyGFLWVd8,140,cattle mooing,train
wH3W5YNwcWM,4,cattle mooing,train
AmuX-Lv7OeM,580,cattle mooing,train
gm0HkvshnPk,340,cattle mooing,train
99Bhn0OHqYo,70,cattle mooing,train
WiLeXx3hNaQ,10,cattle mooing,train
DfVfJ4TN-ow,368,cattle mooing,train
XYWMTMx0qZE,30,cattle mooing,train
887HckRj0f0,269,cattle mooing,train
C2fhbRvoMJA,220,cattle mooing,train
dPIO8khoDec,160,cattle mooing,train
y9ibADRs1Gc,35,cattle mooing,train
RrdoLSNZibY,5,cattle mooing,train
uo8upaZnLNU,33,cattle mooing,train
RDn8psocri8,213,cattle mooing,train
Ac1Venhr8zQ,173,cattle mooing,train
SzT4vv9CvnQ,48,cattle mooing,train
r6URKadZK1w,0,cattle mooing,train
DfVfJ4TN-ow,334,cattle mooing,train
DbcFW5AMO2s,104,cattle mooing,train
iP3WAq-Eqco,71,cattle mooing,train
H9-fwF0EOPo,3,cattle mooing,train
pDf8NlaGa3E,0,cattle mooing,train
NwBK7-wvUec,94,cattle mooing,train
BbTWXn8iHfM,170,cattle mooing,train
QmQ3xx6n9SM,154,cattle mooing,train
tasb0117MPA,32,cattle mooing,train
Xaf2mOBMLO4,28,cattle mooing,train
8UUC4c6wgPU,30,cattle mooing,train
uo8upaZnLNU,59,cattle mooing,train
JD4zmubkXjo,30,cattle mooing,train
pGjCZ1z44T4,3,cattle mooing,train
D1LpWCgJCkM,30,cattle mooing,train
2bQ-fYvnFYI,23,cattle mooing,train
t00BosKg5m8,2,cattle mooing,train
uI0rR17eVNs,4,cattle mooing,train
z7z6RFCQ-5c,28,cattle mooing,train
InJNPgwJRZw,40,cattle mooing,train
AaoGl6vXBQg,14,cattle mooing,train
8UUC4c6wgPU,19,cattle mooing,train
nE8fGKGhnhw,80,cattle mooing,train
ZcItZATfhp4,419,cattle mooing,train
wH3W5YNwcWM,10,cattle mooing,train
OiZdiB-cxss,219,cattle mooing,train
c-bTyF2IaWY,196,cattle mooing,train
wv98NL9VbCQ,100,cattle mooing,train
iw6LZzIBIts,58,cattle mooing,train
-bgIiv3J97I,150,cattle mooing,train
UO9NoNBn7dA,257,cattle mooing,train
R9J6yBOSd-o,384,cattle mooing,train
DbcFW5AMO2s,75,cattle mooing,train
IPGCkdTtbhg,100,cattle mooing,train
OtY48GeOh5I,117,cattle mooing,train
BzWqH9TDTDw,52,cattle mooing,train
BzWqH9TDTDw,85,cattle mooing,train
Bv-2Di4wrbA,21,cattle mooing,train
npPWXgpnwMU,80,cattle mooing,train
XkiortPbqVk,73,cattle mooing,train
xlirkt6I8ns,560,cattle mooing,train
J4KDJTJ-6fA,390,cattle mooing,train
9Fhj00A88x4,173,cattle mooing,train
gPxIltlRU7k,0,cattle mooing,train
Hc4tkgra5hA,10,cattle mooing,train
RrdoLSNZibY,15,cattle mooing,train
lyEbXo6tOAM,50,cattle mooing,train
K0Z3jykulic,297,cattle mooing,train
c0v7aM-Uu6E,30,cattle mooing,train
jjJSVMREql8,25,cattle mooing,train
DqO8OhKTEls,56,cattle mooing,train
ZcItZATfhp4,431,cattle mooing,train
fTOeDkuw1ic,40,cattle mooing,train
Q4g4Dpg-hKo,112,cattle mooing,train
sXENih6ORSY,30,cattle mooing,train
XBhkq7SUHjQ,58,cattle mooing,train
NYcV7cpmdlA,50,cattle mooing,train
2q5dLVONIgI,30,cattle mooing,train
qIIP0TAAtCU,5,cattle mooing,train
e7UjJ-zwx1c,0,cattle mooing,train
KSZKsV2-khw,0,cattle mooing,train
GZPlEweK3KM,30,cattle mooing,train
XTO0W2Bxzd8,142,cattle mooing,train
WiLeXx3hNaQ,38,cattle mooing,train
GFUbaRULCJo,17,cattle mooing,train
krQmGE2R-WI,200,cattle mooing,train
81CuJJzzqDU,105,cattle mooing,train
InJNPgwJRZw,69,cattle mooing,train
SzT4vv9CvnQ,98,cattle mooing,train
cjgYOOPFats,20,cattle mooing,train
XkiortPbqVk,28,cattle mooing,train
tnnckybwbRU,90,cattle mooing,train
u3U-8Aqyjb0,30,cattle mooing,train
ag9bSSnyS-8,30,cattle mooing,train
81CuJJzzqDU,173,cattle mooing,train
9CXHGx0-Edg,486,cattle mooing,train
v5YPPBwHLAk,120,cattle mooing,train
qUaCqeYRUSk,229,cattle mooing,train
2bQ-fYvnFYI,10,cattle mooing,train
Ac1Venhr8zQ,108,cattle mooing,train
HO8Lt7F8uKg,51,cattle mooing,train
U5mBFWoMNjc,20,cattle mooing,train
t00BosKg5m8,15,cattle mooing,train
378BALnnWeE,10,cattle mooing,train
ixY9YJ3E-h4,270,cattle mooing,train
gAeos7Uvbqk,100,cattle mooing,train
236yPfGGCZg,25,cattle mooing,train
QmQ3xx6n9SM,77,cattle mooing,train
NwBK7-wvUec,52,cattle mooing,train
qvYrPm8IF1o,0,cattle mooing,train
KjHxycRP1xk,70,cattle mooing,train
l78JTAEr-jU,26,cattle mooing,train
JH5i3C0OzyQ,30,cattle mooing,train
l78JTAEr-jU,58,cattle mooing,train
Q4g4Dpg-hKo,75,cattle mooing,train
z5AqoNhnmmA,160,cattle mooing,train
XTO0W2Bxzd8,127,cattle mooing,train
Oocvpoxi92k,30,cattle mooing,train
awyYWb7YPV4,200,cattle mooing,train
IPuYQcP2gXM,40,cattle mooing,train
OlwavVZYc3s,197,cattle mooing,train
awyYWb7YPV4,190,cattle mooing,train
KOTugsQXExg,30,cattle mooing,train
aGAZjoUcIVQ,30,cattle mooing,train
iw6LZzIBIts,13,cattle mooing,train
BToDpVXv1Ug,0,cattle mooing,train
OlwavVZYc3s,104,cattle mooing,train
VlNV6f8BrEY,20,cattle mooing,train
DqO8OhKTEls,8,cattle mooing,train
wv98NL9VbCQ,112,cattle mooing,train
tKXGLC9IafM,10,cattle mooing,train
HCUH2iq1wB4,443,cattle mooing,train
w3dUKrgpdiM,40,cattle mooing,train
1gFf0ne7K3I,40,cattle mooing,train
NY6rfqS82d4,29,cattle mooing,train
talPQwtDISU,30,cattle mooing,train
gll4hdiTtUw,24,cattle mooing,train
fe2hGyMztU4,164,cattle mooing,train
nF7cO26Lyl8,16,cattle mooing,train
Zgbuj3y2iuY,210,cattle mooing,train
VEXgb2TCZSI,160,cattle mooing,train
qIIP0TAAtCU,87,cattle mooing,train
zmRcw8BNOV0,60,cattle mooing,train
BJGvBCD7V1c,30,cattle mooing,train
